Latitude,Longitude,Elevation,Slope,Temperature,Radar,Illumination,Hazard_Score,Ice_Probability,CPR,DOP,S1,S2,S3,S4
-86.94506,69.48907,-2368.23,21.763,173.75,0.5069,73.13,55.47,0.6872,1.4199,0.1531,1.5069,0.0772,0.1337,-0.1715
-86.82685,134.41808,-3371.36,20.255,156.88,0.7066,0.0,58.76,0.8963,1.8528,0.0692,1.7066,0.0336,0.0497,0.1017
-87.94095,339.89171,-1643.71,2.828,193.45,0.3331,182.6,13.72,0.4728,1.1891,0.2277,1.3331,0.1209,-0.1705,0.2202
-87.95608,181.85522,-3187.62,9.88,171.3,0.5666,0.0,48.11,0.9166,1.749,0.1015,1.5666,0.0464,-0.0836,0.127
-88.91186,84.54246,-2349.26,13.471,189.43,0.4041,104.91,41.2,0.5208,1.2431,0.2407,1.4041,0.1433,0.1133,0.2844
-87.05847,38.07005,-1665.61,10.033,192.62,0.3023,122.64,42.35,0.371,1.0284,0.2809,1.3023,0.1318,-0.1922,0.282
-88.4148,121.78999,-3145.14,5.506,168.42,0.5636,0.0,37.04,0.8322,1.7605,0.1411,1.5636,-0.1233,0.0545,-0.1747
-89.8197,293.66303,-2489.31,13.491,179.99,0.3952,44.3,44.88,0.6108,1.4174,0.2269,1.3952,-0.1808,-0.0834,-0.2461
-87.908,138.00341,-3619.39,13.132,164.39,0.5999,0.0,45.17,0.7812,1.6336,0.1247,1.5999,-0.0968,0.1191,-0.1275
-87.62934,278.10209,-2766.68,21.533,179.03,0.4679,37.84,59.66,0.5536,1.2337,0.2415,1.4679,-0.1015,-0.1317,-0.3131
-88.87204,288.97379,-2256.83,9.965,173.78,0.381,62.74,40.47,0.5749,1.2299,0.1993,1.381,-0.1072,0.1058,0.2304
-87.13771,39.89548,-1716.79,16.298,187.2,0.2999,108.17,50.04,0.4258,1.1359,0.2756,1.2999,0.1154,-0.2079,0.2679
-87.17114,219.11751,-2824.19,5.708,177.1,0.5116,32.54,36.46,0.6724,1.511,0.1855,1.5116,-0.1457,-0.0967,0.2193
-86.48999,345.27458,-2010.03,5.738,178.64,0.3988,64.69,44.23,0.5945,1.4096,0.1583,1.3988,0.0469,-0.0653,0.2064
-86.76026,144.76971,-3508.76,16.632,176.36,0.5839,0.0,57.23,0.7887,1.6257,0.1125,1.5839,0.0829,-0.0412,0.1523
-86.73783,18.33987,-1578.07,15.678,173.42,0.5677,127.84,38.99,0.6328,1.4526,0.1604,1.5677,-0.0828,0.1029,-0.2141
-88.41893,332.38897,-1972.99,6.038,178.66,0.4488,137.47,23.39,0.5874,1.2647,0.1646,1.4488,-0.0936,0.0668,-0.209
-86.06284,318.11986,-2179.31,11.241,176.63,0.3272,70.29,44.26,0.5001,1.1566,0.2476,1.3272,0.1082,0.0742,-0.3012
-87.25428,187.97092,-2341.19,4.444,169.06,0.5305,84.84,25.21,0.6783,1.4916,0.2107,1.5305,-0.1116,0.1694,0.2508
-87.84291,198.81112,-2714.31,10.98,170.99,0.5198,33.96,46.9,0.7174,1.581,0.1509,1.5198,-0.1077,0.076,0.1877
-86.86994,76.2268,-2121.67,15.222,180.77,0.4293,110.15,49.05,0.5638,1.386,0.2254,1.4293,0.1412,0.1391,0.254
-88.19671,295.00227,-2406.23,9.27,188.31,0.508,62.68,43.8,0.6324,1.3999,0.2147,1.508,-0.0963,-0.0783,-0.299
-87.4363,179.49601,-2733.41,10.668,171.14,0.6023,0.0,41.66,0.768,1.5855,0.143,1.6023,-0.0498,-0.0922,-0.2038
-86.31647,12.19601,-1555.8,4.579,200.07,0.3315,174.68,28.37,0.3823,0.9658,0.2695,1.3315,0.1947,-0.1625,0.254
-85.56799,245.88538,-3094.84,9.189,172.41,0.5479,0.0,45.4,0.7526,1.5697,0.1392,1.5479,0.0855,0.0819,-0.1801
-85.39471,342.17866,-1414.49,18.816,188.49,0.543,182.24,41.52,0.5319,1.3621,0.2299,1.543,0.1587,-0.1188,0.2941
-87.48184,298.49418,-2277.57,11.626,182.69,0.497,92.95,39.67,0.5416,1.3044,0.2333,1.497,-0.1381,-0.1133,0.3002
-87.39862,99.79133,-2916.86,7.165,175.84,0.553,0.0,43.1,0.6716,1.5302,0.1809,1.553,0.1257,0.0685,-0.2417
-86.00065,19.19703,-1751.23,8.934,191.73,0.4378,97.43,32.73,0.55,1.268,0.2216,1.4378,0.1436,0.0785,0.2733
-88.42775,338.52651,-1844.14,2.653,185.85,0.2974,135.25,25.35,0.4296,1.0873,0.2529,1.2974,-0.0676,-0.1307,-0.2933
-85.81309,337.34258,-2032.31,5.839,167.78,0.4528,87.67,39.41,0.4753,1.1955,0.2065,1.4528,-0.124,0.0767,-0.2622
-87.52929,191.66952,-2406.22,18.247,167.19,0.4714,87.47,55.63,0.6045,1.3419,0.2124,1.4714,0.1253,0.0904,-0.2717
-89.42072,231.23427,-2553.3,10.943,172.3,0.5503,39.32,43.88,0.8082,1.6785,0.0995,1.5503,0.0368,-0.041,0.1441
-89.6397,166.53602,-2801.49,21.465,157.62,0.5096,50.55,59.58,0.707,1.4975,0.172,1.5096,-0.1294,-0.1353,-0.1799
-85.79003,151.11553,-2610.24,11.261,190.82,0.4432,51.68,40.32,0.6686,1.4474,0.1878,1.4432,0.0798,0.103,0.2377
-89.72216,43.00144,-1485.23,9.947,194.79,0.337,160.12,30.36,0.2893,0.8652,0.2788,1.337,-0.0827,0.157,-0.3279
-88.59694,34.83104,-1498.52,13.35,182.28,0.4643,138.93,31.92,0.5389,1.2211,0.2046,1.4643,0.1562,-0.1298,-0.2203
-88.32935,83.78357,-3088.55,9.785,161.12,0.5847,0.0,45.93,0.7897,1.6778,0.1739,1.5847,0.1505,0.0988,-0.2087
-89.13503,301.19067,-2343.61,12.38,190.9,0.4131,101.42,44.38,0.5261,1.256,0.2195,1.4131,0.0919,0.0991,-0.2792
-88.43053,52.49963,-2193.16,10.895,170.97,0.4442,79.06,40.06,0.6417,1.4177,0.1574,1.4442,-0.108,0.0803,-0.1833
-86.28654,81.61151,-2329.16,18.765,172.23,0.3566,83.02,47.53,0.6407,1.3837,0.1982,1.3566,0.0543,0.1113,-0.2386
-89.92659,197.50106,-2544.88,16.467,169.74,0.3759,46.9,51.51,0.6012,1.3671,0.1802,1.3759,-0.1211,-0.0851,0.1988
-85.86413,77.44724,-2700.34,6.198,175.13,0.4929,33.7,43.48,0.729,1.5412,0.1137,1.4929,-0.0655,-0.0432,0.1505
-85.71726,58.75441,-1997.05,17.07,193.97,0.4011,152.0,48.7,0.5911,1.3481,0.2094,1.4011,-0.1517,0.1659,-0.1885
-88.13869,202.79385,-3056.43,11.065,183.34,0.5339,30.41,44.17,0.6942,1.5656,0.1457,1.5339,-0.0798,-0.1101,-0.1772
-89.23194,132.51358,-3423.91,8.38,178.36,0.5719,0.0,52.81,0.7053,1.4659,0.1666,1.5719,0.0892,0.0593,0.239
-86.9958,225.41734,-3130.96,13.468,170.01,0.5471,0.0,63.7,0.7579,1.7214,0.126,1.5471,0.1046,0.1096,0.1227
-89.40164,328.39392,-1741.98,9.48,191.26,0.5531,104.75,33.96,0.6143,1.3793,0.2053,1.5531,-0.0687,-0.0855,0.2994
-88.1754,54.35753,-1882.04,18.387,177.96,0.3352,106.61,48.36,0.4703,1.1731,0.2438,1.3352,0.0895,0.0778,0.3031
-85.20785,328.83612,-1406.53,11.717,176.51,0.4018,168.63,38.39,0.5165,1.1887,0.1726,1.4018,-0.0883,0.0652,0.2157
-85.02268,324.89639,-1705.73,11.471,184.0,0.3592,154.95,31.02,0.4371,1.1565,0.259,1.3592,0.1544,-0.2018,0.2437
-86.13948,298.47153,-2344.54,15.86,174.55,0.5482,88.02,51.43,0.6378,1.4141,0.1774,1.5482,-0.0555,0.0792,-0.257
-88.44519,227.26293,-2484.6,17.022,167.23,0.5126,18.26,54.67,0.6771,1.4637,0.1981,1.5126,0.1289,-0.1543,0.2223
-86.56167,223.2528,-3057.69,16.296,165.27,0.5282,23.54,54.54,0.7003,1.4917,0.1698,1.5282,-0.0912,0.1186,0.212
-86.47297,230.11656,-2955.69,19.329,166.53,0.5336,1.77,55.98,0.8882,1.8076,0.1131,1.5336,-0.0784,-0.0707,0.1377
-88.06079,248.5784,-2596.3,14.761,176.31,0.4131,10.76,47.4,0.6119,1.3999,0.1778,1.4131,0.1414,-0.087,-0.1885
-86.79556,5.93359,-2068.34,11.8,200.38,0.4971,133.26,27.78,0.5523,1.2923,0.1964,1.4971,-0.1107,0.0697,0.2634
-89.94636,344.91333,-1739.91,16.687,177.44,0.3485,169.91,49.71,0.6217,1.3928,0.1881,1.3485,0.107,0.1228,-0.1944
-88.95471,210.81735,-2901.96,11.701,161.91,0.6636,17.72,50.93,0.805,1.6524,0.1191,1.6636,-0.0763,-0.0709,-0.1685
-87.37456,281.3277,-2419.92,11.631,173.58,0.4466,79.27,44.87,0.5278,1.206,0.2473,1.4466,-0.0885,0.1481,0.3134
-89.18124,135.82146,-3658.82,21.847,176.13,0.467,0.0,64.51,0.6865,1.4753,0.1635,1.467,0.1241,0.0529,-0.1984
-89.17047,4.463,-1421.83,18.145,193.32,0.2595,199.69,30.72,0.349,0.9815,0.2568,1.2595,0.1792,-0.1651,0.2127
-85.81848,183.50448,-2658.4,11.765,171.21,0.6281,56.0,39.69,0.6906,1.5381,0.1486,1.6281,-0.127,0.1154,-0.1707
-85.05433,182.58844,-2235.41,8.933,180.31,0.5973,36.63,39.37,0.6876,1.5401,0.1855,1.5973,0.1716,0.122,0.2085
-87.22015,157.31614,-3069.08,19.71,184.32,0.4416,53.39,50.15,0.5812,1.3298,0.199,1.4416,-0.1111,0.1144,0.2386
-85.80465,122.29814,-3295.97,16.721,170.15,0.5323,2.37,46.44,0.707,1.5505,0.1552,1.5323,-0.1096,-0.0796,0.1954
-85.04839,89.93739,-2546.85,13.224,167.22,0.4486,30.03,42.7,0.6456,1.4246,0.2017,1.4486,0.0781,0.0985,-0.2638
-89.29202,189.91615,-3006.57,10.695,172.16,0.5574,0.0,46.29,0.7488,1.511,0.1271,1.5574,0.1169,-0.045,0.1533
-87.75877,135.10013,-3304.34,14.39,168.13,0.6246,0.0,51.83,0.9418,1.896,0.0351,1.6246,-0.0246,-0.0271,-0.0437
-88.03714,349.17548,-1578.34,10.151,184.8,0.3569,133.82,39.73,0.4359,1.0788,0.2347,1.3569,0.097,-0.0694,-0.2953
-89.59975,62.25383,-1507.63,6.837,185.79,0.4463,159.14,38.64,0.3961,0.9818,0.2702,1.4463,-0.204,0.0784,-0.3239
-86.22335,115.0796,-3310.98,13.386,177.4,0.5023,0.0,53.51,0.68,1.4596,0.1638,1.5023,-0.1069,-0.0523,-0.2154
-87.8311,105.82577,-3331.47,14.097,172.0,0.535,0.0,50.27,0.8298,1.7345,0.0866,1.535,-0.0771,0.0374,0.1017
-87.65337,195.5913,-2846.18,10.198,178.29,0.4644,0.0,54.3,0.744,1.5337,0.1674,1.4644,-0.1245,-0.1049,-0.1832
-89.24664,179.74089,-2702.48,16.389,185.86,0.4717,41.33,43.57,0.6067,1.3352,0.197,1.4717,0.1597,0.137,-0.1994
-89.09537,231.74657,-2558.91,18.108,177.19,0.4569,28.11,44.66,0.6709,1.5508,0.1797,1.4569,-0.1096,-0.0964,-0.2173
-85.46448,342.00064,-1787.12,15.408,181.66,0.3978,125.67,39.25,0.4717,1.0746,0.248,1.3978,-0.1411,0.126,-0.2905
-89.77675,102.67959,-2864.51,10.72,178.32,0.4659,0.0,50.14,0.7718,1.6257,0.1116,1.4659,0.0823,-0.0705,-0.1226
-88.83574,249.39776,-2794.99,15.781,175.34,0.7099,12.94,53.54,0.9474,1.8576,0.0839,1.7099,0.0347,-0.063,0.1242
-88.5397,9.01447,-1292.49,10.24,214.85,0.2926,192.2,25.3,0.4271,1.0457,0.2729,1.2926,-0.0782,-0.1898,0.2869
-87.54901,94.45985,-2855.58,5.91,176.56,0.5239,32.62,32.78,0.7019,1.5131,0.1842,1.5239,0.1666,0.1481,0.1706
-87.06777,166.9391,-2922.75,15.548,175.58,0.5005,0.0,47.12,0.7014,1.4729,0.1759,1.5005,0.1496,-0.1398,0.1667
-87.53355,11.15812,-1622.7,11.054,185.16,0.4693,102.68,32.67,0.4437,1.1386,0.2594,1.4693,0.2219,-0.2049,0.2324
-89.57942,222.36101,-2006.82,23.841,181.68,0.4922,99.79,66.03,0.6365,1.486,0.1488,1.4922,0.05,0.1226,0.1783
-88.78166,244.19182,-2864.18,19.387,171.73,0.6808,30.41,56.08,0.7734,1.6795,0.1367,1.6808,0.0707,0.097,0.196
-85.78206,268.82342,-2474.35,15.098,180.44,0.4987,64.72,56.64,0.6084,1.4247,0.174,1.4987,0.1462,-0.1142,-0.1833
-86.81206,185.96682,-2909.82,13.412,174.17,0.6973,0.0,45.67,0.853,1.6958,0.1356,1.6973,-0.0543,-0.113,0.1931
-86.75425,217.42008,-2254.93,12.047,189.67,0.448,83.44,44.27,0.6009,1.3493,0.2183,1.448,0.1203,0.0884,0.2786
-86.64898,142.58349,-2977.9,7.245,178.38,0.5745,47.28,38.46,0.7563,1.6335,0.1238,1.5745,-0.0656,-0.0671,-0.1709
-86.18548,14.85109,-1718.72,3.156,183.08,0.4988,134.28,29.06,0.5428,1.312,0.2145,1.4988,0.1775,-0.1817,-0.1972
-89.70946,35.98267,-1564.61,5.877,179.2,0.4858,94.54,33.0,0.5525,1.3717,0.2171,1.4858,-0.1314,0.132,-0.2634
-88.16696,235.79853,-2637.37,11.538,164.71,0.5077,42.36,49.05,0.6265,1.4558,0.205,1.5077,-0.0977,-0.0682,-0.2852
-87.30236,358.39991,-1800.18,5.105,205.95,0.3331,181.3,26.83,0.4213,1.119,0.2232,1.3331,0.1219,0.1078,0.2491
-88.30772,5.68917,-1341.33,7.199,181.58,0.438,127.25,25.8,0.5793,1.4585,0.1589,1.438,-0.056,-0.0604,0.2131
-85.77761,200.73006,-2537.7,10.395,183.63,0.5437,47.12,45.72,0.6257,1.4059,0.188,1.5437,-0.1429,0.0994,-0.2322
-87.58714,270.36315,-2498.31,10.5,177.63,0.6083,43.38,41.98,0.7125,1.5256,0.1071,1.6083,0.0771,0.072,-0.1362
-86.15686,297.63894,-2259.59,7.927,182.04,0.3833,76.92,32.24,0.5314,1.2591,0.2225,1.3833,0.1355,-0.1237,0.2471
-85.73992,196.27376,-2522.62,9.904,175.76,0.4938,53.57,44.31,0.7307,1.5234,0.1634,1.4938,-0.0916,0.0967,-0.2046
-87.47604,223.16975,-2655.32,20.421,172.28,0.4571,68.67,60.09,0.6855,1.5003,0.1916,1.4571,0.0887,-0.0579,0.2584
-85.45224,250.82098,-2633.64,15.082,167.15,0.5141,39.18,47.27,0.6072,1.2851,0.1811,1.5141,-0.062,-0.1037,-0.2462
-87.06438,309.22785,-2276.98,8.459,197.66,0.3667,110.62,32.64,0.5375,1.2335,0.2205,1.3667,0.1744,-0.0638,-0.2373
-85.74863,44.02423,-1316.18,9.543,191.52,0.4638,164.85,25.01,0.5246,1.2337,0.2346,1.4638,0.1259,-0.1243,-0.2944
-88.29705,333.42559,-2111.39,10.881,188.8,0.4323,78.36,31.42,0.4992,1.2462,0.2068,1.4323,-0.118,0.1359,0.2352
-87.50592,9.36627,-1431.91,6.21,198.17,0.3049,136.73,27.85,0.3961,1.0892,0.2836,1.3049,0.1297,0.0927,-0.3341
-87.34294,301.03191,-2294.27,7.439,168.72,0.6188,16.06,43.91,0.7083,1.4852,0.1647,1.6188,0.1586,-0.1511,-0.1519
-89.4751,27.62655,-1183.64,14.747,197.13,0.3576,189.91,35.01,0.5755,1.4246,0.1922,1.3576,-0.1353,-0.118,0.1894
-88.00724,70.06616,-2566.87,9.576,183.48,0.5247,104.93,43.63,0.5419,1.2744,0.2186,1.5247,-0.0794,-0.0957,-0.3092
-85.41331,1.40189,-1700.73,4.962,178.7,0.4504,143.67,25.64,0.5521,1.2953,0.2095,1.4504,0.1347,0.1087,0.2498
-86.84584,160.29241,-3233.79,12.414,168.52,0.4555,0.0,47.62,0.7999,1.599,0.1436,1.4555,0.0823,-0.0499,-0.1856
-89.11247,120.36932,-3352.61,13.39,174.7,0.633,0.0,48.64,0.7292,1.5357,0.1449,1.633,-0.1224,-0.0494,0.1963
-88.30572,59.75745,-2434.51,5.349,172.16,0.5707,49.22,39.24,0.6873,1.5522,0.1708,1.5707,0.1607,0.152,0.1519
-89.04198,162.39246,-3127.39,12.274,169.5,0.5038,16.8,42.36,0.7158,1.5538,0.1442,1.5038,-0.1079,0.1019,0.1581
-89.87588,144.85352,-3741.12,17.696,168.61,0.5068,0.0,55.9,0.7745,1.6447,0.1179,1.5068,-0.097,0.0909,0.1178
-85.3627,276.35797,-2402.75,13.696,199.94,0.2658,104.36,39.98,0.4332,1.1045,0.2561,1.2658,0.13,-0.1455,0.2589
-87.75896,321.52691,-2097.98,22.153,169.62,0.592,114.36,51.84,0.5785,1.2534,0.1854,1.592,0.1031,-0.1661,-0.2211
-88.46232,234.92421,-3061.76,18.639,174.01,0.5458,0.0,58.13,0.8353,1.7317,0.132,1.5458,0.0933,0.1139,0.1412
-87.00761,44.78774,-1521.25,17.423,187.24,0.3144,154.17,44.01,0.4837,1.2443,0.2474,1.3144,0.1625,0.0726,0.2721
-89.96343,106.34069,-3503.89,27.017,164.87,0.6466,0.0,75.78,0.8842,1.869,0.0841,1.6466,-0.0403,0.0382,-0.1268
-88.60989,328.79459,-1687.99,14.208,178.75,0.3786,87.76,44.68,0.6281,1.3987,0.1907,1.3786,0.1055,-0.0942,-0.2216
-86.48483,31.94442,-1818.74,11.419,185.88,0.3877,84.32,43.58,0.5777,1.4025,0.1882,1.3877,0.0641,0.0879,0.2374
-86.83115,146.4681,-2781.06,16.851,178.72,0.5582,23.39,54.39,0.6641,1.3996,0.1421,1.5582,-0.0635,-0.0908,-0.1917
-85.09097,339.30166,-1602.62,7.498,187.86,0.4112,130.98,38.44,0.4722,1.107,0.2275,1.4112,0.1775,-0.0984,-0.2488
-86.89821,342.23934,-2032.95,11.449,185.32,0.3861,52.62,41.72,0.5154,1.3179,0.2237,1.3861,-0.08,-0.161,0.2527
-87.61247,148.03314,-3471.85,9.732,180.15,0.553,0.0,43.1,0.7532,1.634,0.1543,1.553,-0.1257,-0.0487,-0.1982
-86.19284,240.26288,-2554.4,13.647,180.91,0.4921,35.01,51.57,0.6977,1.5019,0.1658,1.4921,-0.0863,0.1278,0.1934
-85.48336,164.42842,-2822.33,8.781,165.63,0.6367,0.0,41.59,0.9006,1.8382,0.1119,1.6367,-0.0853,-0.0655,0.1484
-86.39652,271.24579,-2586.11,8.268,177.74,0.4983,30.28,42.62,0.74,1.5437,0.1288,1.4983,0.1088,-0.039,0.1545
-85.18394,11.36928,-1214.7,11.807,195.11,0.2849,168.9,46.73,0.3661,0.9997,0.268,1.2849,0.1764,-0.1855,-0.2302
-86.08997,51.89657,-2048.23,10.244,173.06,0.3665,76.68,34.72,0.5053,1.2184,0.2611,1.3665,-0.1892,-0.1351,0.2706
-85.66599,221.11157,-2648.66,5.43,165.31,0.4527,62.93,41.08,0.6603,1.4575,0.1369,1.4527,0.0605,-0.0974,-0.1624
-89.42948,83.71881,-2459.71,4.244,153.82,0.6589,0.0,33.9,0.8271,1.6654,0.1097,1.6589,0.0627,0.1004,-0.1383
-86.33793,239.77883,-2508.0,5.855,170.56,0.5806,0.0,45.47,0.724,1.5717,0.1324,1.5806,-0.1032,-0.0447,-0.1765
-87.79956,126.44025,-3488.05,8.579,172.38,0.5416,0.0,46.3,0.8293,1.7004,0.1141,1.5416,0.0899,0.0536,0.1414
-87.23448,319.1924,-2074.07,13.042,172.48,0.379,95.48,45.4,0.5845,1.2859,0.1926,1.379,0.137,0.0657,0.2178
-86.72949,294.93338,-2723.17,12.994,183.34,0.5358,39.81,45.75,0.7421,1.6507,0.1597,1.5358,-0.1217,0.0587,-0.2048
-85.15092,177.42161,-2880.77,17.451,171.22,0.6078,0.0,54.92,0.6308,1.5177,0.1906,1.6078,-0.0897,0.1772,0.2334
-85.07711,278.24223,-2351.3,15.131,185.46,0.5157,37.33,46.29,0.7955,1.77,0.1034,1.5157,0.0495,0.0818,0.1242
-88.55886,97.60964,-3142.72,17.859,172.96,0.4981,0.0,56.82,0.6797,1.52,0.1571,1.4981,-0.1358,0.0814,-0.1742
-86.33123,177.93352,-2724.11,14.942,163.26,0.5898,14.34,50.42,0.8075,1.6787,0.1254,1.5898,-0.0841,0.0947,-0.1541
-86.25008,71.09354,-1990.54,11.898,192.1,0.3824,147.48,37.74,0.4815,1.1668,0.2511,1.3824,-0.1742,0.1971,0.2265
-88.26754,309.91902,-2391.98,16.922,181.75,0.4612,51.07,44.5,0.6478,1.4567,0.2284,1.4612,-0.1467,-0.0962,-0.2839
-89.38065,296.30434,-2273.28,15.852,174.5,0.5395,71.08,48.56,0.6169,1.3661,0.2043,1.5395,0.1792,0.0647,-0.2502
-89.79527,324.77388,-1849.62,12.529,182.13,0.4142,189.3,40.91,0.4783,1.2312,0.2171,1.4142,-0.1681,0.1626,0.1989
-86.11328,315.89171,-2209.42,17.519,179.95,0.5466,73.22,55.51,0.6597,1.3537,0.1738,1.5466,-0.0819,-0.1315,-0.2197
-87.5515,345.45465,-1397.14,5.729,184.11,0.4555,176.97,25.44,0.5336,1.239,0.2222,1.4555,0.1791,-0.0854,-0.2554
-85.0723,82.20104,-2106.56,9.564,192.56,0.5552,108.73,49.0,0.6692,1.5108,0.1621,1.5552,0.0807,0.0998,0.217
-87.67513,335.45674,-1763.83,8.996,184.94,0.5137,145.56,29.69,0.5311,1.2076,0.2288,1.5137,0.1304,-0.0915,0.3076
-85.11042,205.63675,-2147.72,16.838,195.54,0.6059,93.91,47.78,0.7101,1.5242,0.1131,1.6059,0.0982,0.0801,0.1302
-87.94212,152.09823,-3571.88,20.971,153.01,0.7338,0.0,54.2,0.8238,1.7478,0.131,1.7338,-0.0748,0.1042,0.1873
-86.03159,201.7346,-2652.9,4.547,175.79,0.6413,37.72,31.97,0.7805,1.7247,0.1251,1.6413,0.065,-0.0638,0.1841
-89.5759,123.33685,-3303.71,19.786,181.44,0.5393,0.0,68.62,0.7991,1.6139,0.1261,1.5393,-0.0907,-0.0995,-0.1398
-87.22269,103.87908,-3397.2,7.007,162.88,0.6012,0.0,38.68,0.7506,1.5326,0.1741,1.6012,-0.1672,-0.1086,0.1948
-85.9897,86.87316,-2519.49,5.901,182.34,0.5053,108.91,23.04,0.6045,1.3199,0.1692,1.5053,-0.0643,-0.1229,0.2137
-85.37649,29.67408,-1882.78,9.524,185.28,0.5434,148.04,37.54,0.5469,1.1982,0.2195,1.5434,0.1627,-0.1544,-0.2538
-85.88708,178.76336,-2522.31,10.02,171.64,0.4423,56.89,42.71,0.6672,1.3942,0.189,1.4423,0.112,-0.1037,0.2259
-89.81515,319.5942,-1681.46,2.615,191.65,0.4392,157.53,26.26,0.5096,1.1667,0.2302,1.4392,-0.1207,0.105,0.2901
-88.13649,226.85471,-2633.2,15.02,160.96,0.5492,10.6,50.25,0.8167,1.7684,0.09,1.5492,-0.0697,0.0393,0.1142
-89.75651,187.55123,-3111.79,15.852,169.11,0.5931,0.0,48.74,0.7706,1.6173,0.165,1.5931,0.1109,-0.131,-0.1991
-89.45359,154.29345,-3351.11,18.068,174.13,0.412,0.0,56.18,0.5415,1.268,0.2117,1.412,0.1551,0.1365,-0.2159
-86.62347,167.18459,-2736.42,9.751,177.15,0.6022,70.97,42.08,0.7891,1.6148,0.1211,1.6022,0.0966,-0.0606,-0.1571
-86.43371,75.33985,-2366.93,11.191,167.02,0.4148,40.18,43.41,0.6657,1.4968,0.1674,1.4148,0.1407,-0.139,0.1303
-86.1314,296.25692,-2938.72,12.055,178.24,0.5591,0.0,50.02,0.6859,1.5912,0.1592,1.5591,-0.1301,0.1301,0.1665
-85.67272,71.41787,-1882.5,19.135,197.99,0.3302,177.19,42.73,0.363,0.9364,0.2528,1.3302,-0.0762,-0.0843,0.3164
-86.30284,257.98419,-2609.44,9.907,166.91,0.5124,41.94,43.84,0.6721,1.5616,0.1748,1.5124,0.1353,0.0701,-0.216
-85.99564,273.5946,-2717.33,7.106,170.02,0.5792,82.97,34.42,0.6037,1.3841,0.1828,1.5792,0.1328,0.1206,0.2262
-89.75518,206.95286,-2340.54,11.379,171.4,0.4271,72.15,38.13,0.5834,1.3342,0.2151,1.4271,-0.0724,0.074,-0.2889
-88.82732,310.65349,-2242.12,5.782,184.76,0.4512,83.17,33.14,0.5511,1.3017,0.223,1.4512,0.1431,0.1895,0.2198
-86.89051,104.77813,-3310.86,11.449,172.2,0.5981,0.0,45.24,0.8201,1.7317,0.1537,1.5981,-0.1229,0.1118,-0.1809
-85.70937,317.3822,-1920.86,10.12,193.34,0.5167,136.19,38.05,0.6748,1.5725,0.1663,1.5167,0.0704,-0.0571,-0.2355
-89.9775,262.58777,-2046.06,7.641,184.41,0.591,136.13,35.62,0.5962,1.38,0.1812,1.591,0.1078,-0.1088,-0.2443
-87.42685,287.54994,-1968.76,11.141,171.61,0.5324,72.07,43.81,0.7142,1.5698,0.1278,1.5324,0.0816,-0.0565,0.1687
-86.61356,239.2487,-2626.42,14.901,180.7,0.4679,26.78,42.17,0.6698,1.4506,0.2161,1.4679,-0.1159,-0.1257,-0.2672
-89.85196,304.68349,-1983.89,9.659,181.71,0.5413,129.06,29.99,0.5485,1.3195,0.2268,1.5413,-0.1924,0.1044,-0.2725
-87.99322,357.51559,-1476.0,7.847,190.06,0.3901,148.51,27.45,0.5143,1.175,0.2113,1.3901,0.0786,0.1565,-0.2358
-85.52183,151.25863,-3209.46,11.766,157.6,0.4477,0.0,43.67,0.74,1.5895,0.1822,1.4477,0.1342,-0.1289,0.1871
-86.64194,293.00965,-2149.9,11.041,179.85,0.3758,115.3,35.2,0.5337,1.3981,0.2457,1.3758,-0.1728,0.1902,0.2196
-88.81171,268.04871,-2713.27,4.586,185.8,0.4583,61.78,36.87,0.7218,1.4297,0.1276,1.4583,-0.0705,0.0519,0.1641
-85.73609,163.03326,-2730.69,14.218,165.95,0.4894,13.44,53.81,0.829,1.7381,0.1031,1.4894,0.0638,-0.0544,-0.1286
-88.25984,333.70164,-1903.61,8.471,191.02,0.4054,116.01,31.89,0.5453,1.2861,0.212,1.4054,0.0779,-0.1555,0.2418
-85.73328,141.99333,-2902.07,18.463,151.35,0.5104,0.0,60.65,0.691,1.4943,0.1436,1.5104,0.0603,-0.0758,-0.1941
-88.50528,203.56773,-2640.53,14.736,166.66,0.6018,9.08,53.07,0.7183,1.5391,0.1538,1.6018,-0.1017,0.0867,-0.2071
-87.0484,38.13925,-2480.03,17.401,175.59,0.4669,55.72,51.76,0.5485,1.2822,0.2277,1.4669,-0.0968,0.1986,-0.2506
-88.0153,81.27907,-2609.45,6.681,188.94,0.5415,40.0,42.76,0.6775,1.4713,0.1422,1.5415,-0.1146,0.1114,-0.15
-88.62587,302.65062,-2010.14,9.021,169.39,0.4379,69.98,34.98,0.6524,1.455,0.184,1.4379,-0.1181,-0.144,-0.1879
-85.56721,142.75898,-2872.31,5.9,175.37,0.5916,0.0,39.11,0.7308,1.545,0.1749,1.5916,-0.062,0.101,-0.2519
-89.06203,141.87027,-3357.47,9.281,178.46,0.6579,0.0,38.67,0.7908,1.7664,0.1391,1.6579,-0.0792,0.1002,-0.1921
-89.57594,88.55317,-2409.25,17.71,173.32,0.5291,72.73,46.1,0.6756,1.4684,0.1688,1.5291,-0.1402,0.0981,-0.1931
-88.29037,176.97972,-2749.28,19.374,167.01,0.5925,0.0,52.26,0.7786,1.6742,0.1219,1.5925,0.0604,-0.0738,0.1691
-86.4118,290.09411,-2233.58,5.457,176.92,0.3637,46.29,29.78,0.5659,1.272,0.2242,1.3637,-0.1492,-0.0768,-0.2556
