x,y,intensity
35,16,0.5281
36,16,0.5091
37,16,0.5068
38,16,0.4771
39,16,0.5065
40,16,0.4376
41,16,0.477
42,16,0.4373
43,16,0.4356
44,16,0.4275
45,16,0.426
46,16,0.438
47,16,0.4144
48,16,0.4366
49,16,0.4337
50,16,0.406
51,16,1.0
52,16,0.4486
53,16,0.3421
54,16,0.4142
55,16,0.4266
56,16,0.3924
57,16,0.4364
58,16,0.4333
59,16,0.3716
60,16,0.3764
61,16,0.4034
62,16,0.3728
63,16,0.4776
64,16,0.4254
65,16,0.4094
66,16,0.3725
67,16,0.4298
68,16,0.3946
69,16,0.4614
70,16,0.3724
71,16,0.4982
72,16,0.4535
73,16,0.4253
74,16,0.4855
75,16,0.4965
76,16,0.5041
77,16,0.5575
78,16,0.5374
79,16,0.5596
80,16,0.5377
81,16,0.5672
82,16,0.5239
83,16,0.5792
84,16,0.5566
85,16,0.6262
86,16,0.5956
87,16,0.6193
88,16,0.6126
89,16,0.6636
90,16,0.5665
91,16,0.613
92,16,0.5898
93,16,0.5586
94,16,0.59
95,16,0.6557
0,17,0.4991
1,17,0.5022
2,17,0.5408
3,17,0.5297
4,17,0.5531
5,17,0.5525
6,17,0.5671
7,17,0.5448
8,17,0.5969
9,17,0.5358
10,17,0.5758
11,17,0.617
12,17,0.5845
13,17,0.5806
14,17,0.666
15,17,0.6431
16,17,0.6072
17,17,0.5755
18,17,0.5446
19,17,0.6272
20,17,0.6434
21,17,0.6161
22,17,0.551
23,17,0.6044
24,17,0.5817
25,17,0.5972
26,17,0.646
27,17,0.6061
28,17,0.5939
29,17,0.5689
30,17,1.0
31,17,0.5344
32,17,0.5651
33,17,0.5346
34,17,0.5075
35,17,0.5481
36,17,0.448
37,17,0.4898
38,17,0.5157
39,17,0.5253
40,17,0.494
41,17,0.4511
42,17,0.4613
43,17,0.4635
44,17,0.4937
45,17,0.4671
46,17,0.4603
47,17,0.4278
48,17,0.3877
49,17,0.3722
50,17,0.4004
51,17,0.4262
52,17,0.3866
53,17,0.4159
54,17,0.3726
55,17,0.3758
56,17,0.4364
57,17,1.0
58,17,0.3857
59,17,0.3714
60,17,0.4269
61,17,0.4276
62,17,0.424
63,17,0.4037
64,17,0.381
65,17,0.4188
66,17,0.4675
67,17,0.4045
68,17,0.4402
69,17,0.4952
70,17,0.4448
71,17,0.4582
72,17,0.4299
73,17,0.4977
74,17,0.4655
75,17,0.4498
76,17,0.4767
77,17,0.5203
78,17,0.4754
79,17,0.4897
80,17,0.5564
81,17,0.5455
82,17,0.528
83,17,0.5531
84,17,0.6217
85,17,0.6144
86,17,0.5786
87,17,0.6117
88,17,0.5955
89,17,0.5427
90,17,0.5407
91,17,0.5748
92,17,0.9527
93,17,0.6135
94,17,0.5894
95,17,0.6185
0,18,0.5132
1,18,0.5282
2,18,0.4871
3,18,0.5379
4,18,0.501
5,18,0.558
6,18,0.5801
7,18,0.5716
8,18,0.5507
9,18,0.5788
10,18,0.5211
11,18,0.5191
12,18,0.5902
13,18,0.6193
14,18,0.5463
15,18,0.5864
16,18,0.6012
17,18,0.5711
18,18,0.5802
19,18,0.609
20,18,0.5934
21,18,0.5925
22,18,0.558
23,18,0.5843
24,18,0.5704
25,18,0.5686
26,18,0.5587
27,18,0.5697
28,18,0.5395
29,18,0.5604
30,18,0.5433
31,18,0.52
32,18,0.483
33,18,0.563
34,18,0.5499
35,18,0.4961
36,18,0.5332
37,18,0.4745
38,18,0.4885
39,18,0.4743
40,18,0.4744
41,18,0.4948
42,18,0.4562
43,18,0.4511
44,18,0.4769
45,18,0.4501
46,18,0.4245
47,18,0.4438
48,18,0.4612
49,18,0.4584
50,18,0.3828
51,18,0.3807
52,18,0.4458
53,18,0.4047
54,18,0.3454
55,18,0.3883
56,18,0.3963
57,18,0.4001
58,18,0.433
59,18,0.3834
60,18,0.4412
61,18,0.4241
62,18,0.38
63,18,0.4126
64,18,0.4412
65,18,0.4322
66,18,0.4475
67,18,0.424
68,18,0.4643
69,18,0.442
70,18,0.537
71,18,0.428
72,18,0.5556
73,18,0.4535
74,18,0.5276
75,18,0.5218
76,18,0.4773
77,18,0.53
78,18,0.5046
79,18,1.0
80,18,0.5383
81,18,0.5303
82,18,0.5344
83,18,0.5639
84,18,0.5324
85,18,0.539
86,18,0.5987
87,18,0.5874
88,18,0.5394
89,18,0.552
90,18,0.5209
91,18,0.6146
92,18,0.6097
93,18,0.5574
94,18,0.6101
95,18,0.65
0,19,0.4538
1,19,0.4878
2,19,0.4656
3,19,0.547
4,19,0.5216
5,19,0.5184
6,19,0.5427
7,19,0.5245
8,19,0.5342
9,19,0.5593
10,19,0.5371
11,19,0.5453
12,19,0.5583
13,19,0.5689
14,19,0.5869
15,19,0.5885
16,19,0.5278
17,19,0.6162
18,19,0.5765
19,19,0.5649
20,19,0.5474
21,19,0.6333
22,19,0.6431
23,19,0.6264
24,19,0.5717
25,19,0.5756
26,19,0.6067
27,19,0.551
28,19,0.5704
29,19,0.5565
30,19,0.6024
31,19,0.5827
32,19,0.5301
33,19,0.5743
34,19,0.5226
35,19,0.5003
36,19,0.502
37,19,0.5088
38,19,0.4746
39,19,0.4764
40,19,0.4424
41,19,0.455
42,19,0.4808
43,19,0.4993
44,19,0.4899
45,19,0.4701
46,19,0.4064
47,19,0.4218
48,19,0.4374
49,19,0.4683
50,19,0.4193
51,19,0.3964
52,19,0.4739
53,19,0.4063
54,19,0.393
55,19,0.4326
56,19,0.4237
57,19,0.4102
58,19,0.4257
59,19,0.3989
60,19,0.4129
61,19,0.4291
62,19,0.3717
63,19,0.4643
64,19,0.3979
65,19,0.4148
66,19,0.4772
67,19,0.4689
68,19,0.4593
69,19,0.4107
70,19,0.4493
71,19,0.4667
72,19,0.4748
73,19,0.5194
74,19,0.5511
75,19,0.516
76,19,0.4877
77,19,0.5464
78,19,0.4984
79,19,0.4434
80,19,0.4905
81,19,0.4625
82,19,0.5276
83,19,0.539
84,19,0.5014
85,19,0.5281
86,19,0.5151
87,19,0.5578
88,19,0.5393
89,19,0.5981
90,19,0.5753
91,19,0.6203
92,19,0.9864
93,19,0.6388
94,19,0.5749
95,19,0.5589
0,20,0.5723
1,20,0.45
2,20,0.4932
3,20,0.4646
4,20,0.4641
5,20,0.4618
6,20,0.5467
7,20,0.4925
8,20,0.5287
9,20,0.5668
10,20,0.5574
11,20,0.5591
12,20,0.5859
13,20,0.6002
14,20,0.5165
15,20,0.5703
16,20,0.549
17,20,0.5537
18,20,0.5133
19,20,0.5428
20,20,0.5459
21,20,0.6008
22,20,0.5221
23,20,0.4838
24,20,0.5533
25,20,0.5135
26,20,0.5445
27,20,0.5656
28,20,0.5395
29,20,0.5261
30,20,0.5305
31,20,0.5566
32,20,0.4923
33,20,0.5443
34,20,0.4877
35,20,0.5312
36,20,0.462
37,20,0.5197
38,20,0.4955
39,20,0.4965
40,20,0.5176
41,20,0.4594
42,20,0.4786
43,20,0.484
44,20,0.4615
45,20,0.4879
46,20,0.4724
47,20,0.4414
48,20,0.4933
49,20,0.4693
50,20,0.4245
51,20,0.4218
52,20,0.4388
53,20,0.4572
54,20,0.3761
55,20,0.4177
56,20,0.4239
57,20,0.3981
58,20,0.9693
59,20,0.4465
60,20,0.4289
61,20,0.4329
62,20,0.4058
63,20,0.4431
64,20,0.407
65,20,0.499
66,20,0.5108
67,20,0.4479
68,20,0.4323
69,20,0.4957
70,20,0.4922
71,20,0.5352
72,20,0.5478
73,20,0.4275
74,20,0.5279
75,20,0.4914
76,20,0.5194
77,20,0.5312
78,20,0.5347
79,20,0.5474
80,20,0.5052
81,20,0.4979
82,20,0.5664
83,20,0.5087
84,20,0.5945
85,20,0.5193
86,20,0.534
87,20,0.5427
88,20,0.5048
89,20,0.5071
90,20,0.5825
91,20,0.5051
92,20,0.6334
93,20,0.5557
94,20,0.5279
95,20,1.0
0,21,0.4261
1,21,0.4935
2,21,0.5009
3,21,0.4725
4,21,0.4949
5,21,0.563
6,21,0.5259
7,21,0.5354
8,21,0.5027
9,21,0.4893
10,21,0.5242
11,21,0.46
12,21,0.5029
13,21,0.5
14,21,0.4779
15,21,0.5598
16,21,0.5374
17,21,0.5234
18,21,0.5625
19,21,0.4932
20,21,0.502
21,21,0.5753
22,21,0.6095
23,21,0.5605
24,21,0.5528
25,21,0.5196
26,21,0.5184
27,21,0.5399
28,21,0.5719
29,21,0.541
30,21,0.5542
31,21,0.495
32,21,0.5379
33,21,0.4961
34,21,0.5171
35,21,0.528
36,21,0.4901
37,21,0.472
38,21,0.5098
39,21,0.4914
40,21,0.496
41,21,0.5082
42,21,0.5243
43,21,0.5017
44,21,0.4947
45,21,0.4607
46,21,0.4625
47,21,0.4839
48,21,0.4569
49,21,0.4792
50,21,0.4392
51,21,0.5199
52,21,0.4663
53,21,0.4632
54,21,0.444
55,21,0.5153
56,21,0.42
57,21,0.4364
58,21,0.4834
59,21,0.4656
60,21,0.442
61,21,0.444
62,21,0.4531
63,21,0.4666
64,21,0.512
65,21,0.4858
66,21,0.5007
67,21,0.4596
68,21,0.4909
69,21,0.4318
70,21,0.487
71,21,0.4883
72,21,0.5428
73,21,0.5383
74,21,0.4873
75,21,0.4741
76,21,0.4784
77,21,0.4968
78,21,0.5482
79,21,0.525
80,21,0.5314
81,21,0.5435
82,21,0.4924
83,21,0.5039
84,21,0.5435
85,21,0.5071
86,21,0.4871
87,21,0.5025
88,21,0.5685
89,21,0.5273
90,21,0.5466
91,21,0.51
92,21,0.5531
93,21,0.5342
94,21,0.5559
95,21,0.5281
0,22,0.5151
1,22,0.4864
2,22,0.5019
3,22,0.4983
4,22,0.5093
5,22,0.5189
6,22,0.4976
7,22,0.5107
8,22,0.5217
9,22,0.5329
10,22,0.517
11,22,0.494
12,22,0.5245
13,22,0.5431
14,22,0.4839
15,22,0.485
16,22,0.5054
17,22,0.5199
18,22,0.46
19,22,0.5432
20,22,0.5204
21,22,0.455
22,22,0.4917
23,22,0.5154
24,22,0.4705
25,22,0.5518
26,22,0.5271
27,22,0.5406
28,22,0.4879
29,22,0.5296
30,22,0.4957
31,22,0.508
32,22,0.5225
33,22,0.5078
34,22,0.5321
35,22,0.51
36,22,0.9861
37,22,0.5268
38,22,0.531
39,22,0.4998
40,22,0.5351
41,22,0.4859
42,22,0.487
43,22,0.489
44,22,0.4831
45,22,0.4758
46,22,0.462
47,22,0.452
48,22,0.4837
49,22,0.5149
50,22,0.5022
51,22,0.4884
52,22,0.5133
53,22,0.4757
54,22,0.4449
55,22,0.4637
56,22,0.4722
57,22,0.4587
58,22,0.4925
59,22,0.5026
60,22,0.4231
61,22,0.4714
62,22,0.3896
63,22,0.4749
64,22,0.4758
65,22,0.5335
66,22,0.526
67,22,0.5112
68,22,0.4562
69,22,0.4563
70,22,0.4558
71,22,0.5365
72,22,0.4654
73,22,0.4833
74,22,0.47
75,22,0.4614
76,22,0.5113
77,22,0.5081
78,22,0.4389
79,22,0.4686
80,22,0.5174
81,22,0.5095
82,22,0.5016
83,22,0.5336
84,22,0.4738
85,22,0.5008
86,22,0.5356
87,22,0.5019
88,22,0.5319
89,22,0.4892
90,22,0.4997
91,22,0.4716
92,22,0.4638
93,22,0.5116
94,22,0.5395
95,22,0.5225
0,23,0.5348
1,23,0.489
2,23,0.4379
3,23,0.5126
4,23,0.4707
5,23,0.5076
6,23,0.4359
7,23,0.4969
8,23,0.5269
9,23,0.5238
10,23,0.4994
11,23,0.5059
12,23,0.493
13,23,0.4993
14,23,0.5274
15,23,0.4864
16,23,0.4895
17,23,0.4619
18,23,0.5287
19,23,0.4998
20,23,0.4714
21,23,0.5339
22,23,0.506
23,23,0.4849
24,23,0.5337
25,23,0.4963
26,23,0.459
27,23,0.5344
28,23,0.4799
29,23,0.5952
30,23,0.4906
31,23,0.4429
32,23,0.5553
33,23,0.5003
34,23,0.5089
35,23,0.5119
36,23,0.4589
37,23,0.4339
38,23,0.5567
39,23,0.4505
40,23,0.5457
41,23,0.5116
42,23,0.5003
43,23,0.4803
44,23,0.5629
45,23,0.4722
46,23,0.4725
47,23,0.1419
48,23,0.1014
49,23,0.0911
50,23,0.1197
51,23,0.1419
52,23,0.1776
53,23,0.1837
54,23,0.0674
55,23,0.1524
56,23,0.0916
57,23,0.0931
58,23,0.1049
59,23,0.4712
60,23,0.4574
61,23,0.4199
62,23,0.5334
63,23,0.5174
64,23,0.4904
65,23,0.4623
66,23,0.5289
67,23,0.4905
68,23,0.4758
69,23,0.4444
70,23,0.5105
71,23,0.4851
72,23,0.5037
73,23,0.5017
74,23,0.5165
75,23,0.5047
76,23,0.4898
77,23,0.5164
78,23,0.529
79,23,0.5476
80,23,0.4684
81,23,0.5361
82,23,0.4558
83,23,0.5345
84,23,0.4869
85,23,0.5305
86,23,0.5505
87,23,0.5131
88,23,0.5067
89,23,0.5055
90,23,0.4947
91,23,0.5428
92,23,0.506
93,23,0.4441
94,23,0.5359
95,23,1.0
0,24,0.5013
1,24,0.4757
2,24,0.464
3,24,0.4746
4,24,0.5036
5,24,0.4417
6,24,0.5092
7,24,0.4982
8,24,0.5341
9,24,0.5161
10,24,0.4729
11,24,0.4435
12,24,0.4692
13,24,0.535
14,24,0.5021
15,24,0.511
16,24,0.474
17,24,0.5073
18,24,0.4471
19,24,0.5208
20,24,0.4581
21,24,0.4336
22,24,0.5608
23,24,0.4972
24,24,0.4966
25,24,0.4375
26,24,0.5126
27,24,0.5209
28,24,0.4887
29,24,0.5219
30,24,0.5307
31,24,0.5119
32,24,0.4317
33,24,0.4627
34,24,0.5484
35,24,0.5008
36,24,0.5016
37,24,0.4746
38,24,0.4811
39,24,0.5366
40,24,0.5463
41,24,0.5259
42,24,0.5191
43,24,0.5219
44,24,0.5015
45,24,0.0899
46,24,0.0836
47,24,0.1657
48,24,0.1254
49,24,0.1408
50,24,0.1329
51,24,0.1345
52,24,0.137
53,24,0.1477
54,24,0.1038
55,24,0.1623
56,24,0.1047
57,24,0.134
58,24,0.0913
59,24,0.1218
60,24,0.107
61,24,0.1274
62,24,0.5286
63,24,0.5086
64,24,0.5648
65,24,0.5294
66,24,0.4983
67,24,0.9974
68,24,0.5156
69,24,0.5248
70,24,0.4662
71,24,0.5217
72,24,0.4658
73,24,0.5176
74,24,0.5339
75,24,0.5092
76,24,0.4299
77,24,0.4456
78,24,0.5153
79,24,0.4242
80,24,0.5156
81,24,0.5263
82,24,0.5302
83,24,0.4884
84,24,0.5084
85,24,0.501
86,24,0.4502
87,24,0.5163
88,24,0.5354
89,24,0.5141
90,24,0.4781
91,24,0.5152
92,24,0.5318
93,24,0.5277
94,24,0.5235
95,24,0.445
0,25,0.5119
1,25,0.5174
2,25,0.5272
3,25,0.5095
4,25,0.5387
5,25,0.4355
6,25,0.5053
7,25,0.5012
8,25,0.5123
9,25,0.53
10,25,0.4556
11,25,0.5263
12,25,0.5043
13,25,0.4732
14,25,0.4507
15,25,0.4832
16,25,0.4853
17,25,0.4866
18,25,0.4573
19,25,0.4944
20,25,0.464
21,25,0.5129
22,25,0.5282
23,25,0.4531
24,25,0.48
25,25,0.5083
26,25,0.4885
27,25,0.4408
28,25,0.5086
29,25,0.466
30,25,0.4917
31,25,0.4575
32,25,0.5129
33,25,0.4782
34,25,0.5198
35,25,0.4882
36,25,0.4822
37,25,0.511
38,25,0.4684
39,25,0.5565
40,25,0.5101
41,25,0.4895
42,25,0.4964
43,25,0.1281
44,25,0.1579
45,25,0.1016
46,25,0.1178
47,25,0.1277
48,25,0.1758
49,25,0.1598
50,25,0.1778
51,25,0.1313
52,25,0.1735
53,25,0.1687
54,25,0.1518
55,25,0.1542
56,25,0.1131
57,25,0.1858
58,25,0.1236
59,25,0.1476
60,25,0.151
61,25,0.0894
62,25,0.1288
63,25,0.1362
64,25,0.5161
65,25,0.5171
66,25,0.5617
67,25,0.4906
68,25,0.4758
69,25,0.4946
70,25,0.5327
71,25,0.5338
72,25,0.5249
73,25,0.5321
74,25,0.5105
75,25,0.4853
76,25,0.4704
77,25,0.459
78,25,0.488
79,25,0.5166
80,25,0.4982
81,25,0.4899
82,25,0.4558
83,25,0.5632
84,25,0.4595
85,25,0.4864
86,25,0.5116
87,25,0.4816
88,25,0.455
89,25,0.5026
90,25,0.4374
91,25,1.0
92,25,0.485
93,25,0.4686
94,25,0.4336
95,25,0.4416
0,26,0.4984
1,26,0.5534
2,26,0.5003
3,26,0.5004
4,26,0.4983
5,26,0.5545
6,26,0.4674
7,26,0.5247
8,26,0.463
9,26,0.4513
10,26,0.4677
11,26,0.4654
12,26,0.4828
13,26,0.3945
14,26,0.4672
15,26,0.4436
16,26,0.439
17,26,0.4212
18,26,0.4487
19,26,0.444
20,26,0.9872
21,26,0.411
22,26,0.4639
23,26,0.4382
24,26,0.4142
25,26,0.4483
26,26,0.9768
27,26,0.4698
28,26,0.4539
29,26,0.4297
30,26,0.4491
31,26,0.4268
32,26,0.5156
33,26,0.5235
34,26,0.5303
35,26,0.4733
36,26,0.5332
37,26,0.5099
38,26,0.4763
39,26,0.4855
40,26,0.5026
41,26,0.1308
42,26,0.1394
43,26,0.1293
44,26,0.1196
45,26,0.1713
46,26,0.128
47,26,0.1269
48,26,0.1261
49,26,0.1298
50,26,0.0928
51,26,0.104
52,26,0.2078
53,26,0.0852
54,26,0.143
55,26,0.1453
56,26,0.1655
57,26,0.1461
58,26,0.1918
59,26,0.1421
60,26,0.1751
61,26,0.1656
62,26,0.1803
63,26,0.1344
64,26,0.1452
65,26,0.1216
66,26,0.5333
67,26,0.5325
68,26,0.4611
69,26,0.5163
70,26,0.5443
71,26,0.474
72,26,0.9704
73,26,0.5427
74,26,0.545
75,26,0.4827
76,26,0.5032
77,26,0.4923
78,26,0.5266
79,26,0.472
80,26,0.4735
81,26,0.522
82,26,0.4487
83,26,0.4611
84,26,0.4774
85,26,1.0
86,26,0.4329
87,26,0.4454
88,26,0.4827
89,26,0.4858
90,26,0.4684
91,26,0.4575
92,26,0.4641
93,26,0.4145
94,26,0.4626
95,26,0.5041
0,27,0.4604
1,27,0.4718
2,27,0.4787
3,27,0.4759
4,27,0.5367
5,27,0.4491
6,27,0.4388
7,27,0.4918
8,27,0.4455
9,27,0.4849
10,27,0.452
11,27,0.4687
12,27,0.4052
13,27,0.4635
14,27,0.4543
15,27,0.4384
16,27,0.4078
17,27,0.4504
18,27,0.4651
19,27,0.4273
20,27,0.4281
21,27,0.4679
22,27,0.4965
23,27,1.0
24,27,0.4552
25,27,0.4432
26,27,0.4522
27,27,0.416
28,27,0.4543
29,27,0.4959
30,27,0.4672
31,27,0.4511
32,27,0.4525
33,27,0.4774
34,27,0.4457
35,27,0.4601
36,27,0.538
37,27,0.4656
38,27,0.4774
39,27,0.5149
40,27,0.1145
41,27,0.1315
42,27,0.1559
43,27,0.0847
44,27,0.1547
45,27,0.1156
46,27,0.1255
47,27,0.1926
48,27,0.0937
49,27,0.1542
50,27,0.171
51,27,0.1172
52,27,0.1182
53,27,0.1275
54,27,0.1182
55,27,0.1411
56,27,0.166
57,27,0.1283
58,27,0.167
59,27,0.1809
60,27,0.1515
61,27,0.154
62,27,0.1199
63,27,0.0585
64,27,0.1541
65,27,0.1597
66,27,0.1423
67,27,0.5639
68,27,0.5164
69,27,0.5444
70,27,0.5689
71,27,0.5403
72,27,0.5562
73,27,0.5518
74,27,0.47
75,27,0.5235
76,27,0.4782
77,27,0.4592
78,27,0.4792
79,27,0.5358
80,27,0.4624
81,27,0.4217
82,27,0.427
83,27,0.4807
84,27,0.4399
85,27,0.398
86,27,0.4139
87,27,0.4583
88,27,0.4741
89,27,0.4352
90,27,0.4662
91,27,0.4727
92,27,0.4207
93,27,0.4399
94,27,0.4252
95,27,0.4595
0,28,0.4816
1,28,0.4575
2,28,0.4895
3,28,0.5153
4,28,0.4915
5,28,0.5007
6,28,0.4926
7,28,0.4611
8,28,0.437
9,28,0.4242
10,28,0.3984
11,28,0.4778
12,28,0.4287
13,28,0.3845
14,28,0.47
15,28,0.4337
16,28,0.4582
17,28,0.4201
18,28,0.4035
19,28,0.4405
20,28,0.4433
21,28,0.4199
22,28,0.469
23,28,0.4598
24,28,0.4507
25,28,0.4032
26,28,0.4021
27,28,0.4793
28,28,0.3816
29,28,0.4489
30,28,0.4608
31,28,0.4467
32,28,0.4656
33,28,0.4848
34,28,0.4603
35,28,0.5102
36,28,0.5072
37,28,0.4904
38,28,0.477
39,28,0.1243
40,28,0.1918
41,28,0.1072
42,28,0.1773
43,28,0.0801
44,28,0.1083
45,28,0.1191
46,28,0.1651
47,28,0.1394
48,28,0.1781
49,28,0.1298
50,28,0.139
51,28,0.1314
52,28,0.2027
53,28,0.1088
54,28,0.1276
55,28,0.1137
56,28,0.1604
57,28,0.109
58,28,0.1978
59,28,0.1453
60,28,0.1548
61,28,0.1559
62,28,0.1408
63,28,0.1443
64,28,0.1424
65,28,0.1545
66,28,0.1132
67,28,0.107
68,28,0.5668
69,28,0.537
70,28,0.4715
71,28,0.5119
72,28,0.5663
73,28,0.5097
74,28,0.4925
75,28,0.4576
76,28,0.4793
77,28,0.4554
78,28,0.4972
79,28,0.4799
80,28,0.4618
81,28,0.4443
82,28,0.5077
83,28,0.4357
84,28,0.4311
85,28,0.4404
86,28,0.4406
87,28,0.4545
88,28,0.4647
89,28,0.4596
90,28,0.5045
91,28,0.379
92,28,0.4353
93,28,0.4119
94,28,0.4874
95,28,0.4325
0,29,0.4391
1,29,0.5056
2,29,0.4933
3,29,0.5008
4,29,0.4493
5,29,0.474
6,29,0.4494
7,29,0.431
8,29,0.4555
9,29,0.4441
10,29,0.4659
11,29,0.4304
12,29,0.4435
13,29,0.3854
14,29,0.4603
15,29,0.3925
16,29,0.4409
17,29,0.4203
18,29,0.4156
19,29,0.4342
20,29,0.3475
21,29,0.3956
22,29,0.4368
23,29,0.4743
24,29,0.4186
25,29,0.3496
26,29,0.4171
27,29,0.4292
28,29,0.4692
29,29,0.4427
30,29,0.4086
31,29,0.4819
32,29,0.4765
33,29,0.4452
34,29,0.4947
35,29,0.4638
36,29,0.4785
37,29,0.4789
38,29,0.1163
39,29,0.1546
40,29,0.0757
41,29,0.1641
42,29,0.1381
43,29,0.1228
44,29,0.1367
45,29,0.1104
46,29,0.0902
47,29,0.1141
48,29,0.0849
49,29,0.1023
50,29,0.0953
51,29,0.1816
52,29,0.1071
53,29,0.145
54,29,0.1802
55,29,0.1725
56,29,0.1383
57,29,0.1384
58,29,0.1524
59,29,0.2101
60,29,0.1586
61,29,0.1657
62,29,0.2129
63,29,0.1524
64,29,0.1775
65,29,0.1562
66,29,0.1545
67,29,0.1104
68,29,0.1039
69,29,0.5297
70,29,0.565
71,29,0.5568
72,29,0.5648
73,29,0.5173
74,29,0.5264
75,29,0.5192
76,29,0.4923
77,29,0.4786
78,29,0.4364
79,29,0.4692
80,29,0.4637
81,29,0.4941
82,29,0.4906
83,29,0.4519
84,29,0.5037
85,29,0.4421
86,29,0.4625
87,29,0.424
88,29,0.3889
89,29,0.4069
90,29,0.4611
91,29,0.4066
92,29,0.3989
93,29,0.4117
94,29,0.3997
95,29,0.4473
0,30,0.5566
1,30,0.4915
2,30,0.499
3,30,0.5034
4,30,0.4692
5,30,0.4316
6,30,0.4378
7,30,0.4551
8,30,0.4475
9,30,0.3753
10,30,0.4099
11,30,0.3953
12,30,0.4389
13,30,0.3871
14,30,0.3905
15,30,0.3864
16,30,0.4226
17,30,0.4263
18,30,0.411
19,30,0.4292
20,30,0.4335
21,30,0.3433
22,30,0.4173
23,30,0.391
24,30,0.3677
25,30,0.3997
26,30,0.4358
27,30,0.4627
28,30,0.3844
29,30,0.4496
30,30,0.4967
31,30,0.4998
32,30,0.3488
33,30,0.5257
34,30,0.4973
35,30,0.4076
36,30,0.4623
37,30,0.1612
38,30,0.1365
39,30,0.1106
40,30,0.132
41,30,0.1484
42,30,0.9826
43,30,0.1323
44,30,0.1649
45,30,0.1188
46,30,0.1009
47,30,0.1241
48,30,0.118
49,30,0.1279
50,30,0.0954
51,30,0.1553
52,30,0.1752
53,30,0.1255
54,30,0.1309
55,30,0.1452
56,30,0.1236
57,30,0.1805
58,30,0.1242
59,30,0.1347
60,30,0.127
61,30,0.1795
62,30,0.1414
63,30,0.2071
64,30,0.1568
65,30,0.1796
66,30,0.1336
67,30,0.1135
68,30,0.139
69,30,0.1178
70,30,0.4853
71,30,0.5677
72,30,0.5301
73,30,0.4996
74,30,0.5234
75,30,0.5049
76,30,0.5371
77,30,0.4991
78,30,0.4729
79,30,0.49
80,30,0.46
81,30,0.4587
82,30,0.4824
83,30,0.4034
84,30,0.4058
85,30,0.4128
86,30,0.4114
87,30,0.4491
88,30,0.3673
89,30,0.4049
90,30,0.3859
91,30,0.4508
92,30,0.4243
93,30,0.4037
94,30,0.4251
95,30,0.3566
0,31,0.5608
1,31,0.4648
2,31,0.518
3,31,0.4871
4,31,1.0
5,31,0.4883
6,31,0.4729
7,31,0.4377
8,31,0.4138
9,31,0.4226
10,31,0.4089
11,31,0.4162
12,31,0.4305
13,31,0.409
14,31,0.3962
15,31,0.3675
16,31,0.3941
17,31,0.3316
18,31,0.3574
19,31,0.3992
20,31,0.4082
21,31,0.3823
22,31,0.3912
23,31,0.3992
24,31,0.4123
25,31,0.3903
26,31,0.3721
27,31,0.4191
28,31,0.4727
29,31,0.3935
30,31,0.425
31,31,0.4254
32,31,0.518
33,31,0.4258
34,31,0.4591
35,31,0.4625
36,31,0.0832
37,31,0.084
38,31,0.1428
39,31,0.1495
40,31,0.1139
41,31,0.1753
42,31,0.0679
43,31,0.1
44,31,0.1152
45,31,0.1417
46,31,0.1304
47,31,0.1398
48,31,0.1621
49,31,0.1928
50,31,0.1745
51,31,0.1533
52,31,0.1502
53,31,0.1865
54,31,0.2106
55,31,0.1736
56,31,0.14
57,31,0.1625
58,31,0.1719
59,31,0.1375
60,31,0.1795
61,31,0.1606
62,31,0.1867
63,31,0.1212
64,31,0.0969
65,31,0.1359
66,31,0.1467
67,31,0.0901
68,31,0.1239
69,31,0.1786
70,31,0.1539
71,31,0.5468
72,31,0.5016
73,31,0.5611
74,31,0.5013
75,31,0.5068
76,31,0.5063
77,31,0.4893
78,31,0.5192
79,31,0.4821
80,31,0.4656
81,31,0.4439
82,31,0.4508
83,31,0.4233
84,31,0.4275
85,31,0.4044
86,31,0.3931
87,31,0.3746
88,31,0.3887
89,31,0.3821
90,31,0.4433
91,31,0.4151
92,31,0.3791
93,31,0.369
94,31,0.3995
95,31,0.4396
0,32,0.5239
1,32,0.9484
2,32,0.5038
3,32,0.4982
4,32,0.5224
5,32,0.4386
6,32,0.4402
7,32,0.4401
8,32,0.3946
9,32,0.3835
10,32,0.4133
11,32,0.3479
12,32,0.3483
13,32,0.4067
14,32,0.3923
15,32,0.411
16,32,0.3843
17,32,0.3686
18,32,0.4057
19,32,0.354
20,32,0.3573
21,32,0.3669
22,32,0.3847
23,32,0.3726
24,32,0.3342
25,32,0.3758
26,32,0.3887
27,32,0.3997
28,32,0.3901
29,32,0.4268
30,32,0.3719
31,32,0.4418
32,32,0.4928
33,32,0.4309
34,32,0.4613
35,32,0.1102
36,32,0.1134
37,32,0.0922
38,32,0.1856
39,32,0.1402
40,32,0.1112
41,32,0.1105
42,32,0.1385
43,32,0.0742
44,32,0.1733
45,32,0.1286
46,32,0.1579
47,32,0.1614
48,32,0.1792
49,32,0.1667
50,32,0.1758
51,32,0.1854
52,32,0.1461
53,32,0.2214
54,32,0.1682
55,32,0.1572
56,32,0.1331
57,32,0.1521
58,32,0.1701
59,32,0.1605
60,32,0.2118
61,32,0.1444
62,32,0.1753
63,32,0.1199
64,32,0.2176
65,32,0.1146
66,32,0.2107
67,32,0.1424
68,32,0.0772
69,32,0.1825
70,32,0.142
71,32,0.5342
